Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B2493,DROE RIVER,Bridge,Bridge,11/7/2019,TR01602+,8.93,Matzikama,West Coast,West Coast,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,250.00,790.00,L,197500.00,2,4,1,1.00,3
B2493,DROE RIVER,Bridge,Bridge,11/7/2019,TR01602+,8.93,Matzikama,West Coast,West Coast,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2.00,790.00,m,1580.00,2,4,9,570.00,1
B2493,DROE RIVER,Bridge,Bridge,11/7/2019,TR01602+,8.93,Matzikama,West Coast,West Coast,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),U2,1.50,12990.00,m3,19485.00,2,4,9,46.00,1
B2493,DROE RIVER,Bridge,Bridge,11/7/2019,TR01602+,8.93,Matzikama,West Coast,West Coast,6/30/2022,06. Abutments, 120. Seal cracks,U2,2.00,790.00,m,1580.00,2,4,1,63.00,1
B2493,DROE RIVER,Bridge,Bridge,11/7/2019,TR01602+,8.93,Matzikama,West Coast,West Coast,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,22.00,6540.00,m,143880.00,2,4,1,1.00,3
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,6.00,160.00,m2,960.00,2,4,1,104.00,1
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,29.00,790.00,m,22910.00,4,4,16,70.00,1
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 120. Seal cracks,P2,0.50,790.00,m,395.00,2,4,1,253.00,1
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,10.00,790.00,L,7900.00,3,4,4,51.00,1
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,20.00,790.00,m,15800.00,1,1,0,0.00,3
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,06. Abutments, 120. Seal cracks,BU,12.00,790.00,m,9480.00,2,4,4,42.00,1
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,10.00,790.00,No,7900.00,2,4,1,13.00,2
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,03. Waterway, 207. Clear debris,AS,0.50,790.00,m3,395.00,1,1,1,253.00,1
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,08. Surfacing, 505. Shape surfacing at scuppers,AS,1.00,790.00,No,790.00,2,4,9,1139.00,1
B2514,BRIDGE OVER TOWERWATER RIVER,Bridge,Bridge,11/11/2019,TR01610,10.58,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"U1,U2,AP",29.00,6540.00,m,189660.00,3,4,9,5.00,3
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,20.00,790.00,No,15800.00,2,4,1,6.00,3
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 207. Clear debris,P1,3.00,790.00,m3,2370.00,1,1,1,42.00,1
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 101. Apply protective coating,P1,10.00,510.00,m2,5100.00,2,4,1,20.00,2
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,13. Pier Foundations, 155. Earth backfill,P1,6.00,670.00,m3,4020.00,3,4,1,25.00,1
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,12. Pier Protection Works, 157. Mass concrete backfill,P1,6.00,5820.00,m3,34920.00,3,4,1,3.00,3
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,06. Abutments, 120. Seal cracks,BU,10.00,790.00,m,7900.00,2,4,9,114.00,1
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,01. Approach Embankment, 402. Clear bush,BU,0.00,80.00,m2,0.00,2,4,9,9999999.00,1
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,P1",3.00,360.00,m,1080.00,1,1,1,93.00,1
B2515,BRIDGE OVER BUFFALO RIVER,Bridge,Bridge,11/11/2019,TR01610,26.12,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,08. Surfacing, 502. Resurface or patch,S2,100.00,790.00,m2,79000.00,2,4,1,1.00,3
B2516,BRIDGE OVER POORTJIES STREAM,Bridge,Bridge,11/11/2019,TR01610,30.98,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,3.00,790.00,L,2370.00,1,1,4,169.00,1
B2516,BRIDGE OVER POORTJIES STREAM,Bridge,Bridge,11/11/2019,TR01610,30.98,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12.00,360.00,No,4320.00,3,4,9,208.00,1
B2516,BRIDGE OVER POORTJIES STREAM,Bridge,Bridge,11/11/2019,TR01610,30.98,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,0.81,9730.00,m3,7881.30,1,1,4,51.00,1
B2516,BRIDGE OVER POORTJIES STREAM,Bridge,Bridge,11/11/2019,TR01610,30.98,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,6.00,790.00,m,4740.00,2,4,4,84.00,1
B2516,BRIDGE OVER POORTJIES STREAM,Bridge,Bridge,11/11/2019,TR01610,30.98,Beaufort West,Oudtshoorn,Central Karoo,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,20.00,790.00,No,15800.00,3,4,9,57.00,1
B2566,WILGENHOUT RIVER NO 1,Bridge,Bridge,11/20/2019,TR02001,19.10,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),AP,2.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2566,WILGENHOUT RIVER NO 1,Bridge,Bridge,11/20/2019,TR02001,19.10,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,20. Decks and Slabs, 953. Ad-hoc item (describe under Remarks),AS,3.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2567,WILGENHOUT RIVER NO 2,Bridge,Bridge,11/21/2019,TR02001,20.92,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,2.00,670.00,m3,0.00,0,0,1,9999999.00,1
B2567,WILGENHOUT RIVER NO 2,Bridge,Bridge,11/21/2019,TR02001,20.92,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,06. Abutments, 120. Seal cracks,BU,6.00,790.00,m,0.00,0,0,1,9999999.00,1
B2567,WILGENHOUT RIVER NO 2,Bridge,Bridge,11/21/2019,TR02001,20.92,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,6.00,790.00,m,0.00,0,0,1,9999999.00,1
B2567,WILGENHOUT RIVER NO 2,Bridge,Bridge,11/21/2019,TR02001,20.92,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),AP,2.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2567,WILGENHOUT RIVER NO 2,Bridge,Bridge,11/21/2019,TR02001,20.92,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,20. Decks and Slabs, 953. Ad-hoc item (describe under Remarks),AS,3.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2568,WILGENHOUT RIVER NO 3,Bridge,Bridge,11/18/2019,TR02001,23.41,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,2.00,670.00,m3,0.00,0,0,1,9999999.00,1
B2568,WILGENHOUT RIVER NO 3,Bridge,Bridge,11/18/2019,TR02001,23.41,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),P1,1.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2568,WILGENHOUT RIVER NO 3,Bridge,Bridge,11/18/2019,TR02001,23.41,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),U2,1.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2568,WILGENHOUT RIVER NO 3,Bridge,Bridge,11/18/2019,TR02001,23.41,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),U1,1.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2568,WILGENHOUT RIVER NO 3,Bridge,Bridge,11/18/2019,TR02001,23.41,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,06. Abutments, 953. Ad-hoc item (describe under Remarks),BU,2.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2568,WILGENHOUT RIVER NO 3,Bridge,Bridge,11/18/2019,TR02001,23.41,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),BU,1.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2569,NUWERUS RIVER BRIDGE,Bridge,Bridge,11/19/2019,TR02001,29.66,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,20. Decks and Slabs, 953. Ad-hoc item (describe under Remarks),AS,3.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2569,NUWERUS RIVER BRIDGE,Bridge,Bridge,11/19/2019,TR02001,29.66,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,06. Abutments, 953. Ad-hoc item (describe under Remarks),BU,2.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2569,NUWERUS RIVER BRIDGE,Bridge,Bridge,11/19/2019,TR02001,29.66,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls," 607. Monitor (movements, rotations, etc) (5 year period)",BU,1.00,32480.00,No,0.00,0,0,1,9999999.00,1
B2569,NUWERUS RIVER BRIDGE,Bridge,Bridge,11/19/2019,TR02001,29.66,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,07. Wing/ Retaining Walls, 953. Ad-hoc item (describe under Remarks),BU,2.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2569,NUWERUS RIVER BRIDGE,Bridge,Bridge,11/19/2019,TR02001,29.66,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),AP,2.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2569,NUWERUS RIVER BRIDGE,Bridge,Bridge,11/19/2019,TR02001,29.66,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,14. Piers & Columns, 953. Ad-hoc item (describe under Remarks),AP,2.00,1140.00,No,0.00,0,0,1,9999999.00,1
B2569,NUWERUS RIVER BRIDGE,Bridge,Bridge,11/19/2019,TR02001,29.66,Laingsburg,Oudtshoorn,Central Karoo,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),"S1,S3",2.00,790.00,L,0.00,0,0,1,9999999.00,1
B2574,KLEIN BERG RIVER AT UITKYK,Bridge,Bridge,11/15/2019,TR02201+,5.84,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,300.00,790.00,No,237000.00,3,4,9,4.00,3
B2574,KLEIN BERG RIVER AT UITKYK,Bridge,Bridge,11/15/2019,TR02201+,5.84,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,AS,150.00,790.00,m3,118500.00,3,4,9,8.00,3
B2575,"DWARS RIVER AT CERES ""VAN BREDA BRIDGE""",Bridge,Bridge,11/7/2019,TR02201+,36.80,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,1500.00,790.00,m2,1185000.00,1,1,9,1.00,3
B2575,"DWARS RIVER AT CERES ""VAN BREDA BRIDGE""",Bridge,Bridge,11/7/2019,TR02201+,36.80,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",100.00,1290.00,m,129000.00,1,1,9,7.00,3
B2575,"DWARS RIVER AT CERES ""VAN BREDA BRIDGE""",Bridge,Bridge,11/7/2019,TR02201+,36.80,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),"BU,AP,AS",300.00,1140.00,No,342000.00,1,1,4,1.00,3
B2577A,SKAAP RIVER,Bridge,Bridge,11/7/2019,TR02202+,10.92,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,100.00,1010.00,m,0.00,0,0,9,9999999.00,1
B2577A,SKAAP RIVER,Bridge,Bridge,11/7/2019,TR02202+,10.92,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,40.00,160.00,m,0.00,0,0,4,9999999.00,1
B2577A,SKAAP RIVER,Bridge,Bridge,11/7/2019,TR02202+,10.92,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 457. New traffic barrier (Concrete F-Shape/NJ),AS,5.00,12220.00,m,0.00,0,0,4,9999999.00,1
B2577A,SKAAP RIVER,Bridge,Bridge,11/7/2019,TR02202+,10.92,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,16. Support Drainage, 205. Clear blocked drainage,BU,20.00,790.00,No,0.00,0,0,4,9999999.00,1
B2577A,SKAAP RIVER,Bridge,Bridge,11/7/2019,TR02202+,10.92,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,1.00,1140.00,No,0.00,0,0,0,9999999.00,1
B2578,DORING RIVER,Bridge,Bridge,11/7/2019,TR02202+,40.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,20.00,790.00,m,15800.00,3,4,9,57.00,1
B2578,DORING RIVER,Bridge,Bridge,11/7/2019,TR02202+,40.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,16. Support Drainage, 205. Clear blocked drainage,BU,20.00,790.00,No,15800.00,1,1,4,25.00,1
B2578,DORING RIVER,Bridge,Bridge,11/7/2019,TR02202+,40.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,20.00,360.00,No,7200.00,1,1,4,56.00,1
B2578,DORING RIVER,Bridge,Bridge,11/7/2019,TR02202+,40.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,BU,25.00,790.00,m,19750.00,3,4,9,46.00,1
B2578,DORING RIVER,Bridge,Bridge,11/7/2019,TR02202+,40.58,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,40.00,790.00,m,31600.00,3,4,9,28.00,1
B2579,HARTEBEESKRAAL RIVER NO 2 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,51.68,Witzenberg,Paarl,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 101. Apply protective coating,E1,2.00,510.00,m2,1020.00,2,4,4,392.00,1
B2579,HARTEBEESKRAAL RIVER NO 2 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,51.68,Witzenberg,Paarl,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E1,5.00,790.00,L,3950.00,2,4,4,101.00,1
B2579,HARTEBEESKRAAL RIVER NO 2 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,51.68,Witzenberg,Paarl,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E1,2.00,790.00,m,1580.00,2,4,4,253.00,1
B2579,HARTEBEESKRAAL RIVER NO 2 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,51.68,Witzenberg,Paarl,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E2,2.00,790.00,m,1580.00,2,4,4,253.00,1
B2579,HARTEBEESKRAAL RIVER NO 2 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,51.68,Witzenberg,Paarl,Cape Winelands,6/30/2022,05. Waterway, 209. Clear siltation,AC,20.00,670.00,m3,13400.00,2,4,4,30.00,1
B2579,HARTEBEESKRAAL RIVER NO 2 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,51.68,Witzenberg,Paarl,Cape Winelands,6/30/2022,10. Walls, 120. Seal cracks,C1,2.00,790.00,m,1580.00,2,4,4,253.00,1
B2580,HARTEBEESKRAAL RIVER NO 3 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,53.45,Witzenberg,Paarl,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E1,2.00,790.00,m,1580.00,2,4,4,253.00,1
B2580,HARTEBEESKRAAL RIVER NO 3 CULVERT,Bridge,Bridge Cellular,11/13/2019,TR02202+,53.45,Witzenberg,Paarl,Cape Winelands,6/30/2022,10. Walls, 120. Seal cracks,C1,2.00,790.00,m,1580.00,2,4,4,253.00,1
B2581,BRIDGE AT SONQUAS DOOR DRIFT,Bridge,Bridge Cellular,11/21/2019,TR02302,3.20,Drakenstein,Ceres,Cape Winelands,6/30/2022,05. Waterway, 207. Clear debris,E2,5.00,790.00,m3,3950.00,1,1,4,101.00,1
B2581,BRIDGE AT SONQUAS DOOR DRIFT,Bridge,Bridge Cellular,11/21/2019,TR02302,3.20,Drakenstein,Ceres,Cape Winelands,6/30/2022,12. Invert Slab, 157. Mass concrete backfill,C1,80.00,5820.00,m3,465600.00,2,4,1,0.00,3
B2581,BRIDGE AT SONQUAS DOOR DRIFT,Bridge,Bridge Cellular,11/21/2019,TR02302,3.20,Drakenstein,Ceres,Cape Winelands,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,9.00,790.00,m,7110.00,2,4,4,56.00,1
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,7.00,790.00,m,5530.00,2,4,1,18.00,2
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,16.00,360.00,No,5760.00,1,1,1,17.00,2
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,14. Piers & Columns, 108. Cut back reinforcement (tie rods) and make good,P3,2.00,240.00,No,480.00,2,4,1,208.00,1
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",20.00,360.00,m,7200.00,1,1,1,14.00,2
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,18. Longitudinal Members, 101. Apply protective coating,AS,240.00,510.00,m2,122400.00,2,4,1,1.00,3
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),"S1,S4",3.00,790.00,L,2370.00,2,4,1,42.00,1
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,2.00,790.00,L,1580.00,2,4,1,63.00,1
B2582A,KLEIN BERG RIVER,Bridge,Bridge,11/20/2019,TR02303,12.43,Drakenstein,Ceres,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,U1,3.00,790.00,m,2370.00,2,4,1,42.00,1
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls, 1177. Construct wall  (m3),WA,20.00,10300.00,m3,206000.00,2,4,1,0.00,3
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,20. Decks and Slabs, 1104. Repair spalled concrete  (m3),AS,10.00,390.00,m3,3900.00,3,4,9,231.00,1
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,14. Piers & Columns, 1103. Repair concrete surface erosion  (m2),AP,30.00,140.00,m2,4200.00,2,4,1,24.00,1
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,11. Parapet, 1285. Apply corrosion protection  (m),AS,10.00,260.00,m,2600.00,1,1,4,154.00,1
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,11. Parapet, 1311. Replace steel posts  (m),S13,6.00,770.00,m,4620.00,3,4,4,87.00,1
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,11. Parapet, 1310. Replace pipe rails  (m),S13,6.00,770.00,m,4620.00,1,1,4,87.00,1
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,10. Kerbs / Sidewalks, 1297. Replace kerbs  (m),AS,200.00,660.00,m,132000.00,2,4,9,7.00,3
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",WA,5.00,2580.00,m,12900.00,2,4,1,8.00,3
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,01. Approach Embankment, 1258. Replace down chutes  (m),WA,8.00,1160.00,m,9280.00,1,1,1,11.00,2
B2584,24 RIVERS AT HALFMANSHOF NO 7,Bridge,Bridge,12/5/2001,DR01167,,,,,6/30/2022,10. Kerbs / Sidewalks, 1104. Repair spalled concrete  (m3),S3,1.00,390.00,m3,390.00,3,4,9,2308.00,1
B2585,24 RIVERS AT HALFMANSHOF NO 6,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,06. Abutments," 1235. Seal, repair cracks > 0,3 mm  (m)",EA,2.00,2580.00,m,5160.00,2,4,1,19.00,2
B2585,24 RIVERS AT HALFMANSHOF NO 6,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",EA,2.00,2580.00,m,5160.00,2,4,1,19.00,2
B2585,24 RIVERS AT HALFMANSHOF NO 6,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",WA,4.00,2580.00,m,10320.00,2,4,1,10.00,2
B2585,24 RIVERS AT HALFMANSHOF NO 6,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,20. Decks and Slabs," 1235. Seal, repair cracks > 0,3 mm  (m)",S1,20.00,2580.00,m,51600.00,2,4,1,2.00,3
B2586,24 RIVERS AT HALFMANSHOF NO 5,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,11. Parapet, 1302. Reconstruct end blocks  (m3),S1,1.00,10300.00,m3,10300.00,2,4,1,10.00,2
B2586,24 RIVERS AT HALFMANSHOF NO 5,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",WA,2.00,2580.00,m,5160.00,2,4,1,19.00,2
B2586,24 RIVERS AT HALFMANSHOF NO 5,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",EA,2.00,2580.00,m,5160.00,2,4,1,19.00,2
B2586,24 RIVERS AT HALFMANSHOF NO 5,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,20. Decks and Slabs," 1235. Seal, repair cracks > 0,3 mm  (m)",S1,16.00,2580.00,m,41280.00,2,4,1,2.00,3
B2587,24 RIVERS AT HALFMANSHOF NO 4,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,06. Abutments," 1235. Seal, repair cracks > 0,3 mm  (m)",EA,2.00,2580.00,m,5160.00,2,4,1,19.00,2
B2587,24 RIVERS AT HALFMANSHOF NO 4,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,06. Abutments," 1235. Seal, repair cracks > 0,3 mm  (m)",WA,4.00,2580.00,m,10320.00,2,4,1,10.00,2
B2587,24 RIVERS AT HALFMANSHOF NO 4,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",EA,2.00,2580.00,m,5160.00,2,4,1,19.00,2
B2587,24 RIVERS AT HALFMANSHOF NO 4,Bridge,Bridge,11/12/2001,DR01167,,,,,6/30/2022,07. Wing/ Retaining Walls," 1107. Seal, repair cracks > 0.3mm  (m)",WA,2.00,2580.00,m,5160.00,2,4,1,19.00,2
